2025-06-20 00:00:20.737|INFO |807edfeec75d4b2381287037c7f3b0ef|com.zaxxer.hikari.HikariDataSource                :349 - HikariPool-1 - Shutdown initiated...
2025-06-20 00:00:20.745|INFO |807edfeec75d4b2381287037c7f3b0ef|com.zaxxer.hikari.HikariDataSource                :351 - HikariPool-1 - Shutdown completed.
2025-06-20 00:14:05.352|INFO |d2fb94a55f84466c98d3f91a6ada965b|c.k.digital_banking.DigitalBankingApplication     :53 - Starting DigitalBankingApplication using Java 18.0.2.1 with PID 13444 (D:\Spring-boot\Digital baking sample project\digital_banking\target\classes started by Kimsong Sem in D:\Spring-boot\Digital baking sample project\digital_banking)
2025-06-20 00:14:05.416|INFO |d2fb94a55f84466c98d3f91a6ada965b|c.k.digital_banking.DigitalBankingApplication     :658 - The following 1 profile is active: "dev"
2025-06-20 00:14:06.717|INFO |d2fb94a55f84466c98d3f91a6ada965b|org.apache.coyote.http11.Http11NioProtocol        :168 - Initializing ProtocolHandler ["http-nio-9099"]
2025-06-20 00:14:06.720|INFO |d2fb94a55f84466c98d3f91a6ada965b|org.apache.catalina.core.StandardService          :168 - Starting service [Tomcat]
2025-06-20 00:14:06.720|INFO |d2fb94a55f84466c98d3f91a6ada965b|org.apache.catalina.core.StandardEngine           :168 - Starting Servlet engine: [Apache Tomcat/10.1.41]
2025-06-20 00:14:06.788|INFO |d2fb94a55f84466c98d3f91a6ada965b|o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] :168 - Initializing Spring embedded WebApplicationContext
2025-06-20 00:14:07.436|INFO |d2fb94a55f84466c98d3f91a6ada965b|com.zaxxer.hikari.HikariDataSource                :109 - HikariPool-1 - Starting...
2025-06-20 00:14:07.645|INFO |d2fb94a55f84466c98d3f91a6ada965b|com.zaxxer.hikari.pool.HikariPool                 :575 - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@491893f8
2025-06-20 00:14:07.648|INFO |d2fb94a55f84466c98d3f91a6ada965b|com.zaxxer.hikari.HikariDataSource                :122 - HikariPool-1 - Start completed.
